RL ID,Order,Family,Species,Common Name,ED,RL Status,GE,EDGE,EDGE Rank,Distribution,Median ED
56419,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus angustidigitorum,Patzcuaro Peeping Frog,18.18809642,Vulnerable,2,4.34058447,813,Mexico,16.42792702
56714,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus leprus,Leprus Chirping Frog,18.18809642,Vulnerable,2,4.34058447,813,"Belize,Guatemala,Mexico",16.42792702
56727,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus longipes,Long-footed Chirping Frog,18.18809642,Vulnerable,2,4.34058447,813,Mexico,16.42792702
56770,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus modestus,Rana-chirriadora Dedos Chatos,18.18809642,Vulnerable,2,4.34058447,813,Mexico,16.42792702
56794,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus nivicolimae,Rana-chirriadora Del Nevado De Colima,18.18809642,Vulnerable,2,4.34058447,813,Mexico,16.42792702
56928,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus rubrimaculatus,Dusky Chirping Frog,18.18809642,Vulnerable,2,4.34058447,813,"Guatemala,Mexico",16.42792702
57037,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus verrucipes,Rana-chirrionera Orejona,18.18809642,Vulnerable,2,4.34058447,813,Mexico,16.42792702
56487,ANURA,CRAUGASTORIDAE,Pristimantis calcaratus,San Antonio Robber Frog,18.18547678,Vulnerable,2,4.340447936,820,Colombia,16.42792702
58859,ANURA,RHACOPHORIDAE,Gracixalus jinxiuensis,Jinxiu Bubble-nest Frog,18.1846875,Vulnerable,2,4.340406796,821,NA,16.42792702
56433,ANURA,CRAUGASTORIDAE,Yunganastes ashkapara,NA,17.9832118,Vulnerable,2,4.32984936,822,"Bolivia, Plurinational States of",16.42792702
59132,CAUDATA,PLETHODONTIDAE,Batrachoseps regius,Kings River Slender Salamander,17.94188485,Vulnerable,2,4.327669961,823,United States,16.42792702
59305,CAUDATA,PLETHODONTIDAE,Oedipina alfaroi,Limon Worm Salamander,17.9408075,Vulnerable,2,4.327613083,824,"Costa Rica,Panama",16.42792702
61918,CAUDATA,SALAMANDRIDAE,Lyciasalamandra helverseni,NA,17.88438066,Vulnerable,2,4.324629521,825,Greece,16.42792702
2648,CAUDATA,PLETHODONTIDAE,Batrachoseps stebbinsi,Tehachapi Slender Salamander,17.82669101,Vulnerable,2,4.321569959,826,United States,16.42792702
54941,ANURA,CENTROLENIDAE,Ikakogi tayrona,Magdalena Giant Glass Frog,17.8110152,Vulnerable,2,4.320736974,827,Colombia,16.42792702
58398,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus humayuni,NA,17.78261103,Vulnerable,2,4.319225858,828,India,16.42792702
57480,ANURA,MANTELLIDAE,Gephyromantis enki,NA,17.68230306,Vulnerable,2,4.313871076,829,Madagascar,16.42792702
58481,ANURA,CERATOBATRACHIDAE,Platymantis sierramadrensis,NA,17.66915744,Vulnerable,2,4.313167189,830,NA,16.42792702
58483,ANURA,CERATOBATRACHIDAE,Platymantis taylori,NA,17.66915744,Vulnerable,2,4.313167189,830,Philippines,16.42792702
136128,CAUDATA,AMBYSTOMATIDAE,Ambystoma bishopi,Reticulated Flatwoods Salamander,17.5217892,Vulnerable,2,4.305242195,832,United States,16.42792702
58401,ANURA,NYCTIBATRACHIDAE,Nyctibatrachus major,NA,17.47130109,Vulnerable,2,4.302512596,833,India,16.42792702
77186357,ANURA,AROMOBATIDAE,Allobates amissibilis,NA,17.45894042,Vulnerable,2,4.30184319,834,Guyana,16.42792702
55066,ANURA,AROMOBATIDAE,Allobates chalcopis,Martinique Volcano Frog,17.45894042,Vulnerable,2,4.30184319,834,Martinique,16.42792702
55092,ANURA,AROMOBATIDAE,Allobates humilis,Sapito Ninera Humilde,17.45894042,Vulnerable,2,4.30184319,834,"Venezuela, Bolivarian Republic of",16.42792702
55122,ANURA,AROMOBATIDAE,Allobates olfersioides,Rio Rocket Frog,17.45894042,Vulnerable,2,4.30184319,834,Brazil,16.42792702
135892,ANURA,AROMOBATIDAE,Allobates subfolionidificans,NA,17.45894042,Vulnerable,2,4.30184319,834,Brazil,16.42792702
